$,int,Skip,int,Skip,int,Skip,Skip,int,String,int,Array,int,int,int,int,int,int,int,int,Array,Array,Array,Array,Array,Array,int
,15130111,风死,151301111,风轮斩-解放1,151301112,单手向前伸，手中刀开始旋转，之后扔出另一只手中的刀，向前飞行对敌人造成伤害。,点击普攻控制飞出时机,15130107,fs_flz_2,,,,2,,2,1,1,8,19,,,"[178,184,191,197,211,224,237,250,263,276,289,303,316,329,342,362,382,401,421,441,461,480,507,533,559,586,618,651,691,730,776,822,875,928,987,1053,1118,1191,1270,1355,1447,1546,1651,1763,1888,2020,2158,2309,2467,2638,2822,3020,3230,3454,3691,3947,4217,4507,4816,5145,5493,5868,6263,6684,7132,7612,8118,8658,9237,9849,10500,11191,11928,12711,13539,14421,15355,16349,17401,18520]",,"[72,75,77,80,85,91,96,101,107,112,117,123,128,133,139,147,155,163,171,179,187,195,205,216,227,237,251,264,280,296,315,333,355,376,400,427,453,483,515,549,587,627,669,715,765,819,875,936,1000,1069,1144,1224,1309,1400,1496,1600,1709,1827,1952,2085,2227,2379,2539,2709,2891,3085,3291,3509,3744,3992,4256,4536,4835,5152,5488,5845,6224,6627,7053,7507]","[167,167,167,167,333,333,333,333,333,333,333,333,333,333,333,500,500,500,500,500,500,500,667,667,667,667,833,833,1000,1000,1167,1167,1333,1333,1500,1667,1667,1833,2000,2167,2333,2500,2667,2833,3167,3333,3500,3833,4000,4333,4667,5000,5333,5667,6000,6500,6833,7333,7833,8333,8833,9500,10000,10667,11333,12167,12833,13667,14667,15500,16500,17500,18667,19833,21000,22333,23667,25167,26667,28333]",0
,15130112,风死,151301121,风轮斩-解放2,151301122,单手向前伸，手中刀开始旋转，之后扔出另一只手中的刀，向前飞行对敌人造成伤害。,点击普攻控制飞出时机+流血,15130107,fs_flz_2,15301806,,,2,,2,1,1,8,19,,,"[213,221,229,237,253,268,284,300,316,332,347,363,379,395,411,434,458,482,505,529,553,576,608,639,671,703,742,782,829,876,932,987,1050,1113,1184,1263,1342,1429,1524,1626,1737,1855,1982,2116,2266,2424,2589,2771,2961,3166,3387,3624,3876,4145,4429,4737,5061,5408,5779,6174,6592,7042,7516,8021,8558,9134,9742,10389,11084,11818,12600,13429,14313,15253,16247,17305,18426,19618,20882,22224]",,"[86,90,93,96,102,109,115,122,128,134,141,147,154,160,166,176,186,195,205,214,224,234,246,259,272,285,301,317,336,355,378,400,426,451,480,512,544,579,618,659,704,752,803,858,918,982,1050,1123,1200,1283,1373,1469,1571,1680,1795,1920,2051,2192,2342,2502,2672,2854,3046,3251,3469,3702,3949,4211,4493,4790,5107,5443,5802,6182,6586,7014,7469,7952,8464,9008]","[200,200,200,200,400,400,400,400,400,400,400,400,400,400,400,600,600,600,600,600,600,600,800,800,800,800,1000,1000,1200,1200,1400,1400,1600,1600,1800,2000,2000,2200,2400,2600,2800,3000,3200,3400,3800,4000,4200,4600,4800,5200,5600,6000,6400,6800,7200,7800,8200,8800,9400,10000,10600,11400,12000,12800,13600,14600,15400,16400,17600,18600,19800,21000,22400,23800,25200,26800,28400,30200,32000,34000]",0
,15130201,双鱼理,151302011,双鱼理普攻1,151302012,双鱼理普攻,,15130201,syl_att1,,,,1,"[[15130201,15130202,15130203]]",1,1,2,0,10,,,"[236,245,254,262,280,298,315,332,350,368,385,402,420,438,455,481,508,534,560,586,612,639,674,709,744,779,822,866,919,971,1032,1094,1164,1234,1312,1400,1488,1584,1689,1802,1925,2056,2196,2345,2511,2686,2870,3071,3281,3509,3754,4016,4296,4594,4909,5250,5609,5994,6405,6842,7306,7805,8330,8890,9485,10124,10798,11515,12285,13099,13965,14884,15864,16905,18008,19180,20422,21744,23144,24631]",,,,0
,15130202,双鱼理,151302021,双鱼理普攻2,151302022,双鱼理普攻,,15130202,syl_att2,,,,0,,1,1,2,0,10,,,"[236,245,254,262,280,298,315,332,350,368,385,402,420,438,455,481,508,534,560,586,612,639,674,709,744,779,822,866,919,971,1032,1094,1164,1234,1312,1400,1488,1584,1689,1802,1925,2056,2196,2345,2511,2686,2870,3071,3281,3509,3754,4016,4296,4594,4909,5250,5609,5994,6405,6842,7306,7805,8330,8890,9485,10124,10798,11515,12285,13099,13965,14884,15864,16905,18008,19180,20422,21744,23144,24631]",,,,0
,15130203,双鱼理,151302031,双鱼理普攻3,151302032,双鱼理普攻,,15130203,syl_att3,,,,0,,1,1,2,0,10,,,"[236,245,254,262,280,298,315,332,350,368,385,402,420,438,455,481,508,534,560,586,612,639,674,709,744,779,822,866,919,971,1032,1094,1164,1234,1312,1400,1488,1584,1689,1802,1925,2056,2196,2345,2511,2686,2870,3071,3281,3509,3754,4016,4296,4594,4909,5250,5609,5994,6405,6842,7306,7805,8330,8890,9485,10124,10798,11515,12285,13099,13965,14884,15864,16905,18008,19180,20422,21744,23144,24631]",,,,0
,15130204,双鱼理,151302041,双鱼理普攻4,151302042,双鱼理普攻,,15130204,syl_att4,,,,0,,1,1,2,0,10,,,"[236,245,254,262,280,298,315,332,350,368,385,402,420,438,455,481,508,534,560,586,612,639,674,709,744,779,822,866,919,971,1032,1094,1164,1234,1312,1400,1488,1584,1689,1802,1925,2056,2196,2345,2511,2686,2870,3071,3281,3509,3754,4016,4296,4594,4909,5250,5609,5994,6405,6842,7306,7805,8330,8890,9485,10124,10798,11515,12285,13099,13965,14884,15864,16905,18008,19180,20422,21744,23144,24631]",,,,0
,15130205,双鱼理,151302051,双鱼理普攻5,151302052,双鱼理普攻,,15130205,syl_att5,,,,0,,1,1,2,0,10,,,"[236,245,254,262,280,298,315,332,350,368,385,402,420,438,455,481,508,534,560,586,612,639,674,709,744,779,822,866,919,971,1032,1094,1164,1234,1312,1400,1488,1584,1689,1802,1925,2056,2196,2345,2511,2686,2870,3071,3281,3509,3754,4016,4296,4594,4909,5250,5609,5994,6405,6842,7306,7805,8330,8890,9485,10124,10798,11515,12285,13099,13965,14884,15864,16905,18008,19180,20422,21744,23144,24631]",,,,0
,15130206,双鱼理,151302061,雷尽为吾刃,151302062,向前释放出黄色的闪电。,,15130206,syl_ljwwr,,,,1,,2,1,2,8,8,,,"[422,437,453,469,500,531,562,594,625,656,687,719,750,781,812,859,906,953,1000,1047,1094,1141,1203,1266,1328,1391,1469,1547,1641,1734,1844,1953,2078,2203,2344,2500,2656,2828,3016,3219,3437,3672,3922,4187,4484,4797,5125,5484,5859,6266,6703,7172,7672,8203,8766,9375,10016,10703,11437,12219,13047,13937,14875,15875,16937,18078,19281,20562,21937,23391,24937,26578,28328,30187,32156,34250,36469,38828,41328,43984]",,"[72,75,77,80,85,91,96,101,107,112,117,123,128,133,139,147,155,163,171,179,187,195,205,216,227,237,251,264,280,296,315,333,355,376,400,427,453,483,515,549,587,627,669,715,765,819,875,936,1000,1069,1144,1224,1309,1400,1496,1600,1709,1827,1952,2085,2227,2379,2539,2709,2891,3085,3291,3509,3744,3992,4256,4536,4835,5152,5488,5845,6224,6627,7053,7507]","[167,167,167,167,333,333,333,333,333,333,333,333,333,333,333,500,500,500,500,500,500,500,667,667,667,667,833,833,1000,1000,1167,1167,1333,1333,1500,1667,1667,1833,2000,2167,2333,2500,2667,2833,3167,3333,3500,3833,4000,4333,4667,5000,5333,5667,6000,6500,6833,7333,7833,8333,8833,9500,10000,10667,11333,12167,12833,13667,14667,15500,16500,17500,18667,19833,21000,22333,23667,25167,26667,28333]",0
,15130207,双鱼理,151302071,波尽为吾盾,151302072,对前后方的地面上，连续喷涌出水柱。蓄力可提升，并且对前后近距离敌人造成眩晕。,,15130207,syl_bjwwd,15200901,,,1,,2,1,2,10,5,,,"[810,840,870,900,960,1020,1080,1140,1200,1260,1320,1380,1440,1500,1560,1650,1740,1830,1920,2010,2100,2190,2310,2430,2550,2670,2820,2970,3150,3330,3540,3750,3990,4230,4500,4800,5100,5430,5790,6180,6600,7050,7530,8040,8610,9210,9840,10530,11250,12030,12870,13770,14730,15750,16830,18000,19230,20550,21960,23460,25050,26760,28560,30480,32520,34710,37020,39480,42120,44910,47880,51030,54390,57960,61740,65760,70020,74550,79350,84450]",,"[86,90,93,96,102,109,115,122,128,134,141,147,154,160,166,176,186,195,205,214,224,234,246,259,272,285,301,317,336,355,378,400,426,451,480,512,544,579,618,659,704,752,803,858,918,982,1050,1123,1200,1283,1373,1469,1571,1680,1795,1920,2051,2192,2342,2502,2672,2854,3046,3251,3469,3702,3949,4211,4493,4790,5107,5443,5802,6182,6586,7014,7469,7952,8464,9008]","[200,200,200,200,400,400,400,400,400,400,400,400,400,400,400,600,600,600,600,600,600,600,800,800,800,800,1000,1000,1200,1200,1400,1400,1600,1600,1800,2000,2000,2200,2400,2600,2800,3000,3200,3400,3800,4000,4200,4600,4800,5200,5600,6000,6400,6800,7200,7800,8200,8800,9400,10000,10600,11400,12000,12800,13600,14600,15400,16400,17600,18600,19800,21000,22400,23800,25200,26800,28400,30200,32000,34000]",0
,15130208,双鱼理,151302081,雷刃激流,151302082,释放2股旋转的水流，水流周围带有黄色闪电。,,15130208,syl_lrjl,,,,1,,2,1,2,11,11,,,"[430,445,461,477,509,541,573,605,636,668,700,732,764,795,827,875,923,970,1018,1066,1114,1161,1225,1289,1352,1416,1495,1575,1670,1766,1877,1989,2116,2243,2386,2545,2705,2880,3070,3277,3500,3739,3993,4264,4566,4884,5218,5584,5966,6380,6825,7302,7811,8352,8925,9545,10198,10898,11645,12441,13284,14191,15145,16164,17245,18407,19632,20936,22336,23816,25391,27061,28843,30736,32741,34873,37132,39534,42080,44784]",,"[101,105,108,112,119,127,134,142,149,157,164,172,179,187,194,205,217,228,239,250,261,273,287,302,317,332,351,370,392,414,441,467,497,526,560,597,635,676,721,769,821,877,937,1001,1071,1146,1225,1310,1400,1497,1602,1714,1833,1960,2094,2240,2393,2557,2733,2919,3117,3330,3554,3793,4047,4319,4607,4913,5242,5589,5958,6350,6769,7213,7683,8183,8714,9277,9875,10509]","[233,233,233,233,467,467,467,467,467,467,467,467,467,467,467,700,700,700,700,700,700,700,933,933,933,933,1167,1167,1400,1400,1633,1633,1867,1867,2100,2333,2333,2567,2800,3033,3267,3500,3733,3967,4433,4667,4900,5367,5600,6067,6533,7000,7467,7933,8400,9100,9567,10267,10967,11667,12367,13300,14000,14933,15867,17033,17967,19133,20533,21700,23100,24500,26133,27767,29400,31267,33133,35233,37333,39667]",0
,15130209,双鱼理,151302091,雷尽为吾刃-解放1,151302092,向前释放出黄色的闪电。,1吸怪,15130206,syl_ljwwr_2,15301905,,,1,,2,1,2,8,9,,,"[412,428,443,458,489,519,550,581,611,642,672,703,733,764,794,840,886,932,978,1024,1069,1115,1176,1237,1299,1360,1436,1512,1604,1696,1803,1910,2032,2154,2292,2444,2597,2765,2949,3147,3361,3590,3835,4094,4385,4690,5011,5362,5729,6126,6554,7012,7501,8021,8571,9167,9793,10465,11183,11947,12757,13628,14544,15522,16561,17676,18853,20106,21450,22871,24383,25987,27699,29517,31442,33489,35658,37965,40410,43007]",,"[79,82,85,88,94,100,106,111,117,123,129,135,141,147,153,161,170,179,188,197,205,214,226,238,249,261,276,290,308,326,346,367,390,414,440,469,499,531,566,604,645,689,736,786,842,901,962,1030,1100,1176,1258,1346,1440,1540,1646,1760,1880,2009,2147,2294,2449,2617,2793,2980,3180,3394,3620,3860,4118,4391,4682,4990,5318,5667,6037,6430,6846,7289,7759,8257]","[183,183,183,183,367,367,367,367,367,367,367,367,367,367,367,550,550,550,550,550,550,550,733,733,733,733,917,917,1100,1100,1283,1283,1467,1467,1650,1833,1833,2017,2200,2383,2567,2750,2933,3117,3483,3667,3850,4217,4400,4767,5133,5500,5867,6233,6600,7150,7517,8067,8617,9167,9717,10450,11000,11733,12467,13383,14117,15033,16133,17050,18150,19250,20533,21817,23100,24567,26033,27683,29333,31167]",0
,15130210,双鱼理,151302101,雷尽为吾刃-解放2,151302102,向前释放出黄色的闪电。,1吸怪+伤害,15130206,syl_ljwwr_2,15301906,,,1,,2,1,2,8,9,,,"[412,428,443,458,489,519,550,581,611,642,672,703,733,764,794,840,886,932,978,1024,1069,1115,1176,1237,1299,1360,1436,1512,1604,1696,1803,1910,2032,2154,2292,2444,2597,2765,2949,3147,3361,3590,3835,4094,4385,4690,5011,5362,5729,6126,6554,7012,7501,8021,8571,9167,9793,10465,11183,11947,12757,13628,14544,15522,16561,17676,18853,20106,21450,22871,24383,25987,27699,29517,31442,33489,35658,37965,40410,43007]",,"[79,82,85,88,94,100,106,111,117,123,129,135,141,147,153,161,170,179,188,197,205,214,226,238,249,261,276,290,308,326,346,367,390,414,440,469,499,531,566,604,645,689,736,786,842,901,962,1030,1100,1176,1258,1346,1440,1540,1646,1760,1880,2009,2147,2294,2449,2617,2793,2980,3180,3394,3620,3860,4118,4391,4682,4990,5318,5667,6037,6430,6846,7289,7759,8257]","[183,183,183,183,367,367,367,367,367,367,367,367,367,367,367,550,550,550,550,550,550,550,733,733,733,733,917,917,1100,1100,1283,1283,1467,1467,1650,1833,1833,2017,2200,2383,2567,2750,2933,3117,3483,3667,3850,4217,4400,4767,5133,5500,5867,6233,6600,7150,7517,8067,8617,9167,9717,10450,11000,11733,12467,13383,14117,15033,16133,17050,18150,19250,20533,21817,23100,24567,26033,27683,29333,31167]",0
,15130211,双鱼理,151302111,波尽为吾盾-解放1,151302112,对前后方的地面上，连续喷涌出水柱。蓄力可提升，并且对前后近距离敌人造成眩晕。,1减少前摇,15130207,syl_bjwwd_2,15301907,,,1,,2,1,2,10,5,,,"[878,910,942,975,1040,1105,1170,1235,1300,1365,1430,1495,1560,1625,1690,1788,1885,1982,2080,2178,2275,2372,2502,2632,2762,2892,3055,3218,3412,3608,3835,4062,4322,4582,4875,5200,5525,5882,6272,6695,7150,7638,8158,8710,9328,9978,10660,11408,12188,13032,13942,14918,15958,17062,18232,19500,20832,22262,23790,25415,27138,28990,30940,33020,35230,37602,40105,42770,45630,48652,51870,55282,58922,62790,66885,71240,75855,80762,85962,91488]",,"[94,97,101,104,111,118,125,132,139,146,153,159,166,173,180,191,201,211,222,232,243,253,267,281,295,309,326,343,364,385,409,433,461,489,520,555,589,627,669,714,763,815,870,929,995,1064,1137,1217,1300,1390,1487,1591,1702,1820,1945,2080,2222,2375,2538,2711,2895,3092,3300,3522,3758,4011,4278,4562,4867,5190,5533,5897,6285,6698,7134,7599,8091,8615,9169,9759]","[217,217,217,217,433,433,433,433,433,433,433,433,433,433,433,650,650,650,650,650,650,650,867,867,867,867,1083,1083,1300,1300,1517,1517,1733,1733,1950,2167,2167,2383,2600,2817,3033,3250,3467,3683,4117,4333,4550,4983,5200,5633,6067,6500,6933,7367,7800,8450,8883,9533,10183,10833,11483,12350,13000,13867,14733,15817,16683,17767,19067,20150,21450,22750,24267,25783,27300,29033,30767,32717,34667,36833]",0
,15130212,双鱼理,151302121,波尽为吾盾-解放2,151302122,对前后方的地面上，连续喷涌出水柱。蓄力可提升，并且对前后近距离敌人造成眩晕。,2减少前摇+不蓄力,15130207,syl_bjwwd_3,15301908,,,1,,2,1,2,10,5,,,"[1012,1050,1088,1125,1200,1275,1350,1425,1500,1575,1650,1725,1800,1875,1950,2062,2175,2288,2400,2512,2625,2738,2888,3038,3188,3338,3525,3712,3938,4162,4425,4688,4988,5288,5625,6000,6375,6788,7238,7725,8250,8812,9412,10050,10762,11512,12300,13162,14062,15038,16088,17212,18412,19688,21038,22500,24038,25688,27450,29325,31312,33450,35700,38100,40650,43388,46275,49350,52650,56138,59850,63788,67988,72450,77175,82200,87525,93188,99188,105562]",,"[108,112,116,120,128,136,144,152,160,168,176,184,192,200,208,220,232,244,256,268,280,292,308,324,340,356,376,396,420,444,472,500,532,564,600,640,680,724,772,824,880,940,1004,1072,1148,1228,1312,1404,1500,1604,1716,1836,1964,2100,2244,2400,2564,2740,2928,3128,3340,3568,3808,4064,4336,4628,4936,5264,5616,5988,6384,6804,7252,7728,8232,8768,9336,9940,10580,11260]","[250,250,250,250,500,500,500,500,500,500,500,500,500,500,500,750,750,750,750,750,750,750,1000,1000,1000,1000,1250,1250,1500,1500,1750,1750,2000,2000,2250,2500,2500,2750,3000,3250,3500,3750,4000,4250,4750,5000,5250,5750,6000,6500,7000,7500,8000,8500,9000,9750,10250,11000,11750,12500,13250,14250,15000,16000,17000,18250,19250,20500,22000,23250,24750,26250,28000,29750,31500,33500,35500,37750,40000,42500]",0
,15140101,铁浆蜻蛉,151401011,铁浆蜻蛉普攻1,151401012,铁浆蜻蛉普攻,,15140101,,,,,1,"[[15140101,15140102,15140103,15140104,15140105]]",1,1,1,0,5,,,"[338,350,362,375,400,425,450,475,500,525,550,575,600,625,650,688,725,762,800,838,875,912,962,1012,1062,1112,1175,1238,1312,1388,1475,1562,1662,1762,1875,2000,2125,2262,2412,2575,2750,2938,3138,3350,3588,3838,4100,4388,4688,5012,5362,5738,6138,6562,7012,7500,8012,8562,9150,9775,10438,11150,11900,12700,13550,14462,15425,16450,17550,18712,19950,21262,22662,24150,25725,27400,29175,31062,33062,35188]",,,,0
,15140102,铁浆蜻蛉,151401021,铁浆蜻蛉普攻2,151401022,铁浆蜻蛉普攻,,15140102,,,,,0,,1,1,1,0,5,,,"[338,350,362,375,400,425,450,475,500,525,550,575,600,625,650,688,725,762,800,838,875,912,962,1012,1062,1112,1175,1238,1312,1388,1475,1562,1662,1762,1875,2000,2125,2262,2412,2575,2750,2938,3138,3350,3588,3838,4100,4388,4688,5012,5362,5738,6138,6562,7012,7500,8012,8562,9150,9775,10438,11150,11900,12700,13550,14462,15425,16450,17550,18712,19950,21262,22662,24150,25725,27400,29175,31062,33062,35188]",,,,0
,15140103,铁浆蜻蛉,151401031,铁浆蜻蛉普攻3,151401032,铁浆蜻蛉普攻,,15140103,,,,,0,,1,1,1,0,5,,,"[338,350,362,375,400,425,450,475,500,525,550,575,600,625,650,688,725,762,800,838,875,912,962,1012,1062,1112,1175,1238,1312,1388,1475,1562,1662,1762,1875,2000,2125,2262,2412,2575,2750,2938,3138,3350,3588,3838,4100,4388,4688,5012,5362,5738,6138,6562,7012,7500,8012,8562,9150,9775,10438,11150,11900,12700,13550,14462,15425,16450,17550,18712,19950,21262,22662,24150,25725,27400,29175,31062,33062,35188]",,,,0
,15140104,铁浆蜻蛉,151401041,铁浆蜻蛉普攻4,151401042,铁浆蜻蛉普攻,,15140104,,,,,0,,1,1,1,0,5,,,"[338,350,362,375,400,425,450,475,500,525,550,575,600,625,650,688,725,762,800,838,875,912,962,1012,1062,1112,1175,1238,1312,1388,1475,1562,1662,1762,1875,2000,2125,2262,2412,2575,2750,2938,3138,3350,3588,3838,4100,4388,4688,5012,5362,5738,6138,6562,7012,7500,8012,8562,9150,9775,10438,11150,11900,12700,13550,14462,15425,16450,17550,18712,19950,21262,22662,24150,25725,27400,29175,31062,33062,35188]",,,,0
,15140105,铁浆蜻蛉,151401051,铁浆蜻蛉普攻5,151401052,铁浆蜻蛉普攻,,15140105,,,,,0,,1,1,1,0,5,,,"[338,350,362,375,400,425,450,475,500,525,550,575,600,625,650,688,725,762,800,838,875,912,962,1012,1062,1112,1175,1238,1312,1388,1475,1562,1662,1762,1875,2000,2125,2262,2412,2575,2750,2938,3138,3350,3588,3838,4100,4388,4688,5012,5362,5738,6138,6562,7012,7500,8012,8562,9150,9775,10438,11150,11900,12700,13550,14462,15425,16450,17550,18712,19950,21262,22662,24150,25725,27400,29175,31062,33062,35188]",,,,0
,15140106,铁浆蜻蛉,151401061,技能,151401062,铁浆蜻蛉技能,,15140106,,,,,1,,2,1,1,8,5,,,"[608,630,652,675,720,765,810,855,900,945,990,1035,1080,1125,1170,1238,1305,1372,1440,1508,1575,1642,1732,1822,1912,2002,2115,2228,2362,2498,2655,2812,2992,3172,3375,3600,3825,4072,4342,4635,4950,5288,5648,6030,6458,6908,7380,7898,8438,9022,9652,10328,11048,11812,12622,13500,14422,15412,16470,17595,18788,20070,21420,22860,24390,26032,27765,29610,31590,33682,35910,38272,40792,43470,46305,49320,52515,55912,59512,63338]",,"[65,67,70,72,77,82,86,91,96,101,106,110,115,120,125,132,139,146,154,161,168,175,185,194,204,214,226,238,252,266,283,300,319,338,360,384,408,434,463,494,528,564,602,643,689,737,787,842,900,962,1030,1102,1178,1260,1346,1440,1538,1644,1757,1877,2004,2141,2285,2438,2602,2777,2962,3158,3370,3593,3830,4082,4351,4637,4939,5261,5602,5964,6348,6756]","[150,150,150,150,300,300,300,300,300,300,300,300,300,300,300,450,450,450,450,450,450,450,600,600,600,600,750,750,900,900,1050,1050,1200,1200,1350,1500,1500,1650,1800,1950,2100,2250,2400,2550,2850,3000,3150,3450,3600,3900,4200,4500,4800,5100,5400,5850,6150,6600,7050,7500,7950,8550,9000,9600,10200,10950,11550,12300,13200,13950,14850,15750,16800,17850,18900,20100,21300,22650,24000,25500]",0
,15140107,铁浆蜻蛉,151401071,技能,151401072,铁浆蜻蛉技能,,15140107,,,,,1,,2,1,1,8,5,,,"[608,630,652,675,720,765,810,855,900,945,990,1035,1080,1125,1170,1238,1305,1372,1440,1508,1575,1642,1732,1822,1912,2002,2115,2228,2362,2498,2655,2812,2992,3172,3375,3600,3825,4072,4342,4635,4950,5288,5648,6030,6458,6908,7380,7898,8438,9022,9652,10328,11048,11812,12622,13500,14422,15412,16470,17595,18788,20070,21420,22860,24390,26032,27765,29610,31590,33682,35910,38272,40792,43470,46305,49320,52515,55912,59512,63338]",,"[65,67,70,72,77,82,86,91,96,101,106,110,115,120,125,132,139,146,154,161,168,175,185,194,204,214,226,238,252,266,283,300,319,338,360,384,408,434,463,494,528,564,602,643,689,737,787,842,900,962,1030,1102,1178,1260,1346,1440,1538,1644,1757,1877,2004,2141,2285,2438,2602,2777,2962,3158,3370,3593,3830,4082,4351,4637,4939,5261,5602,5964,6348,6756]","[150,150,150,150,300,300,300,300,300,300,300,300,300,300,300,450,450,450,450,450,450,450,600,600,600,600,750,750,900,900,1050,1050,1200,1200,1350,1500,1500,1650,1800,1950,2100,2250,2400,2550,2850,3000,3150,3450,3600,3900,4200,4500,4800,5100,5400,5850,6150,6600,7050,7500,7950,8550,9000,9600,10200,10950,11550,12300,13200,13950,14850,15750,16800,17850,18900,20100,21300,22650,24000,25500]",0
